610 nm,680 nm,730 nm,760 nm,810 nm,860 nm,560 nm,585 nm,645 nm,705 nm,900 nm,940 nm,410 nm,435 nm,460 nm,485 nm,510 nm,535 nm
2535.13,2862.81,717.40,481.66,696.85,529.25,83.81,151.88,1387.38,10973.42,785.37,227.59,2.79,16.87,24.02,47.19,62.64,36.67
2758.39,2958.27,743.15,497.83,723.00,553.16,86.19,159.07,1461.00,11318.91,812.79,236.96,2.79,17.81,24.02,47.19,62.64,36.67
3072.31,2996.26,754.69,507.19,747.34,582.75,89.53,169.86,1530.31,11282.58,830.30,241.64,2.79,17.81,24.02,47.19,62.64,36.67
3218.50,2927.10,726.28,489.32,777.99,585.03,90.00,183.79,1548.32,10956.80,816.88,288.47,2.79,17.81,24.02,47.19,62.64,36.67
5747.97,3154.06,778.66,529.32,1005.16,812.66,114.77,315.90,2056.99,10609.37,918.40,391.49,3.72,17.81,24.02,48.13,65.02,37.37
7462.61,3410.25,862.12,576.97,1165.63,868.43,142.39,450.25,2750.48,11294.17,1013.51,443.00,3.72,17.81,24.95,49.08,66.61,38.08
9029.93,3461.87,933.15,628.88,1214.31,908.27,188.10,607.98,2806.87,12007.57,1077.11,476.72,3.72,17.81,24.95,50.02,68.19,38.78
8190.17,3470.64,920.72,623.78,1197.18,860.47,213.82,613.82,2668.25,12071.34,1140.13,438.32,3.72,17.81,24.95,50.96,68.99,38.78
6630.79,3344.01,807.07,531.02,1008.77,859.33,128.58,313.65,2564.09,9817.53,815.13,430.83,3.72,17.81,24.95,49.08,65.02,38.08
5039.67,3104.39,769.78,509.74,927.64,758.03,115.24,263.32,2140.78,10522.81,836.72,372.76,3.72,17.81,24.02,48.13,64.23,37.37
4777.88,3098.54,772.45,513.15,905.10,732.99,110.96,248.04,2025.27,10697.49,844.30,349.35,3.72,17.81,24.02,48.13,64.23,37.37
4578.43,3082.96,774.22,514.00,884.36,709.09,109.53,242.65,1963.40,10825.02,853.05,344.66,3.72,17.81,24.02,48.13,64.23,37.37
3463.29,2872.55,720.06,479.11,782.50,621.45,96.19,193.67,1698.30,10569.57,802.29,288.47,2.79,17.81,24.02,48.13,63.43,36.67
4174.98,2342.66,634.83,433.15,850.11,581.61,679.08,1060.03,1518.56,9593.38,1040.93,427.08,4.65,19.68,28.64,55.68,79.29,43.72
4102.45,2358.24,633.94,433.15,847.40,578.20,653.36,1029.92,1507.59,9689.61,1033.93,425.21,4.65,18.74,28.64,54.74,76.91,43.01
4015.19,2371.88,634.83,434.01,840.19,571.37,626.22,998.92,1497.02,9731.35,1019.93,422.40,4.65,19.68,28.64,54.74,78.50,43.01
3970.99,2386.49,638.38,436.56,839.29,572.51,612.88,984.99,1493.89,9787.00,1016.43,422.40,4.65,19.68,28.64,54.74,80.09,43.72
3950.59,2403.05,641.93,439.11,841.09,572.51,605.26,976.00,1477.44,9383.92,988.42,419.59,4.65,19.68,28.64,54.74,80.09,43.72
3938.13,2418.63,645.48,440.81,842.90,572.51,600.03,970.16,1459.82,9058.14,958.08,417.72,4.65,19.68,28.64,54.74,80.09,43.72
3926.80,2426.43,646.37,441.66,842.90,571.37,596.22,964.76,1446.51,8910.13,945.24,416.78,4.65,19.68,28.64,54.74,80.09,43.72
3918.86,2435.19,649.03,443.37,844.70,570.23,596.22,965.21,1446.90,9075.14,953.41,418.65,4.65,19.68,28.64,54.74,80.09,43.72
3914.33,2442.01,649.92,444.22,845.60,569.09,596.22,964.31,1451.99,9351.46,971.50,420.53,4.65,19.68,28.64,54.74,80.09,43.72
3910.93,2446.88,650.81,445.92,846.50,569.09,597.64,967.01,1459.43,9560.53,989.00,422.40,4.65,19.68,28.64,54.74,80.09,43.72
3907.53,2450.78,651.70,445.92,847.40,569.09,597.17,967.46,1464.52,9732.12,1001.26,424.27,4.65,19.68,28.64,54.74,80.09,43.72
3906.40,2452.73,652.58,446.77,848.30,569.09,599.55,970.61,1472.35,9860.04,1011.18,426.15,4.65,19.68,28.64,54.74,80.09,43.72
3906.40,2456.62,653.47,447.62,849.21,569.09,600.98,972.85,1478.23,9918.00,1019.93,427.08,4.65,19.68,28.64,54.74,80.09,43.72
3907.53,2460.52,654.36,448.47,850.11,569.09,603.36,975.55,1484.10,9974.43,1026.35,428.95,4.65,19.68,28.64,54.74,80.09,43.72
