610 nm,680 nm,730 nm,760 nm,810 nm,860 nm,560 nm,585 nm,645 nm,705 nm,900 nm,940 nm,410 nm,435 nm,460 nm,485 nm,510 nm,535 nm
3734.14,2535.52,660.57,457.83,853.71,563.40,597.64,963.87,1477.05,10334.22,1045.02,436.45,4.65,19.68,28.64,53.79,77.71,43.01
3733.01,2535.52,660.57,457.83,854.61,563.40,598.60,964.76,1477.83,10332.67,1045.60,436.45,4.65,19.68,28.64,53.79,77.71,43.01
3734.14,2535.52,660.57,458.68,854.61,563.40,599.55,965.66,1478.23,10334.22,1046.19,436.45,4.65,19.68,28.64,53.79,77.71,43.01
3726.21,2532.60,659.69,457.83,854.61,562.26,599.07,964.76,1476.27,10321.08,1045.60,436.45,4.65,19.68,28.64,53.79,77.71,43.01
3734.14,2535.52,660.57,458.68,856.42,563.40,600.98,967.46,1479.01,10332.67,1047.94,437.38,4.65,19.68,28.64,53.79,77.71,43.01
3735.27,2534.55,659.69,456.98,855.52,562.26,600.03,966.56,1477.44,10312.96,1046.77,436.45,4.65,19.68,28.64,53.79,77.71,43.01
3738.67,2534.55,659.69,458.68,856.42,564.54,601.93,968.36,1477.83,10336.54,1047.35,436.45,4.65,19.68,28.64,53.79,77.71,43.01
3744.34,2536.50,660.57,458.68,857.32,564.54,602.41,968.81,1477.83,10340.40,1047.94,437.38,4.65,19.68,28.64,53.79,77.71,43.01
3748.87,2536.50,660.57,458.68,858.22,564.54,603.84,971.06,1480.18,10340.79,1049.69,437.38,4.65,19.68,28.64,53.79,77.71,43.01
3751.14,2536.50,660.57,458.68,859.12,564.54,604.31,971.50,1480.58,10326.10,1050.27,437.38,4.65,19.68,28.64,53.79,77.71,43.01
3753.40,2537.47,661.46,458.68,859.12,564.54,604.79,971.95,1480.58,10339.24,1050.27,438.32,4.65,19.68,28.64,53.79,77.71,43.01
3754.54,2535.52,661.46,458.68,859.12,564.54,605.26,973.30,1480.18,10343.88,1050.85,438.32,4.65,19.68,28.64,53.79,77.71,43.01
3759.07,2535.52,661.46,458.68,859.12,564.54,606.22,974.20,1480.58,10343.49,1050.85,438.32,4.65,19.68,28.64,53.79,77.71,43.01
3761.34,2534.55,660.57,458.68,859.12,564.54,606.22,975.10,1480.97,10340.40,1050.85,438.32,4.65,19.68,28.64,53.79,77.71,43.01
3761.34,2533.58,660.57,458.68,858.22,564.54,605.74,974.20,1479.01,10340.79,1049.10,438.32,4.65,19.68,28.64,53.79,77.71,43.01
3755.67,2533.58,660.57,458.68,858.22,563.40,606.22,973.75,1479.40,10333.06,1049.69,437.38,4.65,19.68,28.64,53.79,77.71,43.01
3757.94,2536.50,660.57,458.68,859.12,563.40,605.74,973.75,1480.58,10331.12,1050.85,437.38,4.65,19.68,28.64,53.79,77.71,43.01
3757.94,2537.47,661.46,459.53,859.12,564.54,606.69,975.55,1480.58,10343.49,1050.85,438.32,4.65,19.68,28.64,53.79,77.71,43.01
3759.07,2536.50,661.46,459.53,860.02,564.54,606.69,975.55,1479.79,10354.31,1051.44,439.26,4.65,19.68,28.64,53.79,77.71,43.01
3762.47,2537.47,661.46,459.53,860.93,563.40,608.12,977.80,1482.14,10359.34,1054.35,440.19,4.65,19.68,28.64,53.79,77.71,43.01
3759.07,2536.50,661.46,459.53,860.02,563.40,608.60,977.35,1481.75,10339.24,1053.19,439.26,4.65,19.68,28.64,53.79,77.71,43.01
