610 nm,680 nm,730 nm,760 nm,810 nm,860 nm,560 nm,585 nm,645 nm,705 nm,900 nm,940 nm,410 nm,435 nm,460 nm,485 nm,510 nm,535 nm
3485.95,2594.94,635.71,420.39,763.56,516.73,492.40,811.53,1370.93,9361.12,909.65,378.38,4.65,19.68,27.72,52.85,75.33,41.60
4321.17,2468.31,659.69,456.13,872.64,574.78,342.40,588.21,1398.73,8283.30,766.11,261.31,5.58,20.62,28.64,53.79,81.67,42.31
4147.78,2464.42,642.82,445.07,840.19,545.19,363.35,617.41,1377.98,8641.93,806.96,295.96,5.58,19.68,28.64,53.79,80.09,41.60
3986.86,2482.92,636.60,441.66,832.98,546.33,386.21,648.42,1389.34,8905.88,854.22,323.12,5.58,19.68,28.64,53.79,78.50,41.60
3893.93,2487.79,633.94,439.96,832.08,545.19,401.45,669.09,1396.78,9066.64,885.73,338.11,4.65,19.68,27.72,52.85,77.71,41.60
3848.60,2489.74,635.71,439.96,833.88,541.77,411.92,682.57,1396.78,9194.56,905.57,351.22,4.65,19.68,27.72,52.85,76.91,41.60
3819.13,2504.35,639.27,442.51,837.49,540.64,419.07,692.01,1402.26,9287.69,918.40,359.65,4.65,19.68,27.72,52.85,76.12,40.90
3797.60,2515.07,641.04,444.22,841.09,540.64,423.35,698.30,1404.61,9342.18,928.91,364.33,4.65,19.68,27.72,52.85,76.12,40.90
3777.20,2526.76,642.82,445.07,843.80,540.64,425.26,700.54,1398.73,9392.04,934.74,368.08,4.65,19.68,27.72,52.85,75.33,40.90
3754.54,2536.50,644.59,445.92,844.70,540.64,425.26,700.54,1395.60,9430.68,938.24,371.82,4.65,18.74,27.72,52.85,74.54,40.90
