610 nm,680 nm,730 nm,760 nm,810 nm,860 nm,560 nm,585 nm,645 nm,705 nm,900 nm,940 nm,410 nm,435 nm,460 nm,485 nm,510 nm,535 nm
4173.85,3035.23,768.89,510.59,738.32,588.44,110.48,261.52,1675.98,12377.02,841.97,268.80,4.65,32.80,37.88,72.67,99.91,62.75
4214.65,3040.10,768.89,510.59,742.83,591.85,110.96,264.67,1688.11,12377.80,848.38,269.74,4.65,32.80,37.88,72.67,99.91,62.75
4245.25,3045.94,770.67,512.30,746.44,592.99,111.43,267.37,1698.69,12408.33,853.05,270.67,4.65,32.80,37.88,72.67,99.91,62.75
4288.31,3051.79,771.56,513.15,749.14,595.27,111.91,270.51,1706.52,12435.76,854.22,271.61,4.65,32.80,37.88,72.67,99.91,62.75
4287.18,3052.76,772.45,513.15,749.14,594.13,111.91,270.51,1707.30,12441.17,853.64,272.55,4.65,32.80,37.88,72.67,99.91,62.75
4279.24,3046.91,771.56,513.15,748.24,594.13,111.91,270.06,1701.82,12431.13,854.22,271.61,4.65,32.80,37.88,72.67,99.91,62.75
4369.91,3056.66,774.22,514.85,751.84,596.41,112.86,276.80,1720.62,12450.84,854.22,273.48,4.65,32.80,37.88,72.67,99.91,62.75
4321.17,3052.76,772.45,514.00,750.04,594.13,112.39,275.00,1713.18,12433.45,853.05,272.55,4.65,32.80,37.88,72.67,99.91,62.75
4347.24,3045.94,771.56,513.15,749.14,594.13,112.39,275.00,1713.18,12412.19,850.14,272.55,4.65,32.80,37.88,72.67,99.91,62.75
4341.57,3046.91,770.67,513.15,750.04,595.27,112.86,275.90,1712.78,12409.87,855.39,272.55,4.65,32.80,37.88,72.67,99.91,62.75
4408.44,3056.66,774.22,515.70,759.06,599.82,114.29,283.09,1733.93,12480.59,867.64,275.36,4.65,32.80,37.88,72.67,99.91,62.75
4529.70,3067.37,776.00,517.40,766.27,607.79,115.72,291.18,1752.33,12494.89,874.06,278.17,4.65,32.80,37.88,73.61,100.70,62.75
4512.70,3072.24,777.77,518.25,766.27,606.65,116.20,289.38,1755.47,12513.06,874.06,278.17,4.65,32.80,37.88,72.67,100.70,62.75
4527.43,3074.19,778.66,519.10,767.17,606.65,116.20,291.18,1760.95,12508.42,875.23,278.17,4.65,32.80,37.88,73.61,100.70,62.75
4559.16,3075.16,779.55,519.96,768.97,607.79,116.67,293.88,1765.65,12534.70,875.23,279.10,4.65,32.80,37.88,73.61,100.70,62.75
4550.10,3075.16,778.66,519.96,766.27,606.65,116.67,292.08,1757.82,12521.94,871.14,278.17,4.65,32.80,37.88,72.67,100.70,62.75
4560.30,3075.16,778.66,519.96,767.17,605.51,117.15,294.33,1762.52,12533.54,871.14,278.17,4.65,32.80,37.88,72.67,100.70,62.75
4525.16,3071.27,777.77,518.25,763.56,603.24,116.67,292.08,1755.86,12492.19,867.64,277.23,4.65,32.80,37.88,72.67,99.91,62.75
4577.29,3067.37,776.00,518.25,768.97,607.79,118.10,297.02,1766.04,12501.85,879.31,279.10,4.65,32.80,37.88,73.61,100.70,62.75
4626.03,3065.42,776.00,519.10,771.68,612.34,119.53,301.07,1772.70,12481.75,882.81,278.17,4.65,32.80,37.88,73.61,100.70,62.75
4690.62,3080.03,781.32,522.51,777.99,615.76,120.48,306.91,1791.10,12561.36,888.65,281.91,4.65,32.80,37.88,73.61,100.70,62.75
4699.69,3089.77,782.21,523.36,779.79,616.89,120.96,307.36,1795.80,12591.12,890.98,281.91,4.65,32.80,37.88,73.61,100.70,62.75
4692.89,3090.75,783.99,523.36,779.79,616.89,121.43,306.91,1796.97,12601.55,889.81,281.91,4.65,32.80,37.88,73.61,100.70,62.75
4663.42,3089.77,783.10,523.36,778.89,615.76,121.43,304.21,1791.49,12593.82,888.06,280.97,4.65,32.80,37.88,73.61,100.70,62.75
4654.36,3087.83,782.21,522.51,777.09,613.48,121.43,303.31,1788.36,12584.16,885.14,280.97,4.65,32.80,37.88,73.61,100.70,62.75
4559.16,3076.14,779.55,519.96,765.37,606.65,120.01,292.98,1762.12,12545.90,868.81,276.29,4.65,32.80,37.88,73.61,100.70,62.75
4467.37,3063.47,776.89,517.40,760.86,603.24,119.05,287.59,1743.72,12523.88,869.97,275.36,4.65,32.80,37.88,73.61,100.70,62.75
4545.56,3068.34,776.00,518.25,768.97,610.07,120.96,295.68,1758.21,12494.12,880.48,277.23,4.65,32.80,37.88,73.61,100.70,62.75
4552.36,3066.40,776.00,518.25,768.07,608.93,120.96,292.98,1754.68,12508.03,878.14,275.36,4.65,32.80,37.88,73.61,100.70,62.75
4443.57,3067.37,777.77,519.10,761.76,606.65,120.01,283.54,1737.85,12557.11,872.89,274.42,4.65,32.80,37.88,73.61,100.70,62.75
4324.57,3058.60,775.11,516.55,755.45,599.82,119.05,275.45,1712.00,12520.40,861.22,270.67,4.65,32.80,37.88,73.61,100.70,62.75
4133.05,3036.20,769.78,512.30,741.03,590.72,117.62,261.97,1672.45,12472.09,848.38,265.05,4.65,32.80,37.88,73.61,100.70,62.75
3983.46,3013.80,765.34,507.19,723.00,580.47,116.20,248.94,1624.68,12396.73,827.38,255.69,4.65,32.80,37.88,72.67,99.91,62.75
