610 nm,680 nm,730 nm,760 nm,810 nm,860 nm,560 nm,585 nm,645 nm,705 nm,900 nm,940 nm,410 nm,435 nm,460 nm,485 nm,510 nm,535 nm
1525.39,2515.07,649.03,417.84,505.74,402.92,77.15,122.22,843.86,11504.79,605.07,177.01,4.65,31.86,36.96,71.73,97.53,61.34
1473.26,2481.95,641.04,412.73,497.62,394.95,76.19,120.43,818.80,11450.69,599.24,175.14,4.65,31.86,36.96,71.73,97.53,61.34
1456.26,2483.90,640.15,411.88,496.72,392.67,76.19,119.53,815.28,11364.51,596.32,174.20,4.65,31.86,36.96,71.73,97.53,61.34
1439.26,2466.36,638.38,410.18,494.02,391.53,75.72,119.08,808.62,11433.68,596.90,174.20,4.65,31.86,36.96,71.73,97.53,61.34
1436.99,2466.36,637.49,409.33,493.12,390.40,75.72,118.63,807.05,11430.21,595.74,174.20,4.65,31.86,36.96,71.73,97.53,61.34
1435.86,2470.26,638.38,410.18,494.02,390.40,75.24,118.63,805.88,11443.35,595.74,175.14,4.65,31.86,36.96,71.73,97.53,61.34
1432.46,2473.18,639.27,411.03,494.92,390.40,75.24,118.63,806.27,11440.64,596.32,175.14,4.65,31.86,36.96,71.73,97.53,61.34
1427.93,2470.26,638.38,410.18,494.02,389.26,75.24,118.18,805.88,11412.43,595.74,174.20,4.65,31.86,36.96,71.73,97.53,61.34
1427.93,2469.29,637.49,410.18,494.02,389.26,75.24,118.18,803.14,11419.38,595.74,174.20,4.65,31.86,36.96,71.73,97.53,61.34
1424.53,2470.26,637.49,410.18,493.12,389.26,74.77,117.73,800.79,11429.05,594.57,174.20,4.65,31.86,36.96,71.73,97.53,61.34
1421.13,2466.36,637.49,409.33,493.12,389.26,74.77,118.18,801.18,11422.48,595.74,174.20,4.65,31.86,36.96,71.73,97.53,61.34
1419.99,2465.39,636.60,409.33,492.21,388.12,74.77,117.73,799.61,11393.49,595.15,174.20,4.65,31.86,36.96,71.73,97.53,61.34
1419.99,2468.31,637.49,409.33,493.12,389.26,74.77,117.73,800.40,11420.54,595.74,174.20,4.65,31.86,36.96,71.73,97.53,61.34
1417.73,2466.36,636.60,408.48,492.21,388.12,74.77,117.73,799.22,11408.95,595.15,174.20,4.65,31.86,36.96,71.73,97.53,61.34
1418.86,2465.39,636.60,409.33,492.21,388.12,74.77,117.73,799.22,11415.91,595.74,174.20,4.65,31.86,36.96,71.73,97.53,61.34
1417.73,2464.42,636.60,408.48,492.21,388.12,74.77,117.73,798.83,11407.79,595.15,174.20,4.65,31.86,36.96,71.73,97.53,61.34
1416.59,2463.44,635.71,408.48,492.21,388.12,74.77,117.73,798.44,11410.50,595.15,174.20,4.65,31.86,36.96,71.73,97.53,61.34
1416.59,2460.52,635.71,409.33,491.31,388.12,74.77,117.73,798.83,11415.52,595.74,174.20,4.65,31.86,36.96,71.73,97.53,61.34
1416.59,2464.42,635.71,408.48,492.21,386.98,74.77,117.28,800.00,11400.45,595.74,174.20,4.65,31.86,36.96,71.73,97.53,61.34
1417.73,2465.39,636.60,409.33,492.21,388.12,74.77,117.28,799.22,11422.48,595.74,174.20,4.65,31.86,36.96,71.73,97.53,61.34
1419.99,2465.39,635.71,408.48,492.21,388.12,74.77,117.28,799.61,11418.23,595.15,175.14,4.65,31.86,36.96,71.73,97.53,61.34
1419.99,2466.36,636.60,409.33,492.21,388.12,74.77,117.73,801.18,11416.68,596.32,175.14,4.65,31.86,36.96,71.73,97.53,61.34
1422.26,2465.39,636.60,409.33,493.12,388.12,74.77,117.28,801.96,11406.63,595.74,174.20,4.65,31.86,36.96,71.73,97.53,61.34
1426.79,2467.34,636.60,409.33,493.12,388.12,74.77,117.73,803.53,11420.16,596.32,175.14,4.65,31.86,36.96,71.73,97.53,61.34
1429.06,2480.00,638.38,411.03,494.02,390.40,74.77,117.73,805.49,11430.59,595.74,175.14,4.65,31.86,36.96,71.73,97.53,61.34
1440.39,2468.31,638.38,410.18,494.02,389.26,74.77,118.18,808.23,11433.30,598.07,176.08,4.65,31.86,36.96,71.73,97.53,61.34
1447.19,2473.18,638.38,410.18,494.92,390.40,74.77,118.18,810.58,11452.23,596.90,176.08,4.65,31.86,36.96,71.73,97.53,61.34
1457.39,2480.00,640.15,411.88,497.62,391.53,74.77,118.63,818.80,11462.67,601.57,177.01,4.65,31.86,36.96,71.73,97.53,61.34
1472.12,2482.92,641.04,412.73,498.53,391.53,74.77,119.08,822.32,11473.49,602.74,177.01,4.65,31.86,36.96,71.73,97.53,61.34
1469.86,2490.72,642.82,413.58,499.43,393.81,75.24,119.08,822.32,11481.22,602.74,177.95,4.65,31.86,36.96,71.73,97.53,61.34
1476.66,2488.77,641.93,413.58,500.33,393.81,75.24,119.08,827.02,11473.49,605.07,177.95,4.65,31.86,36.96,71.73,97.53,61.34
1484.59,2489.74,642.82,413.58,501.23,394.95,75.24,119.53,828.20,11479.67,605.66,178.89,4.65,31.86,36.96,71.73,97.53,61.34
1482.32,2490.72,641.93,413.58,501.23,394.95,75.24,119.53,828.20,11481.60,606.82,178.89,4.65,31.86,36.96,71.73,97.53,61.34
1481.19,2480.98,641.93,412.73,500.33,394.95,75.24,119.08,826.63,11463.83,606.24,177.95,4.65,31.86,36.96,71.73,97.53,61.34
1469.86,2485.85,641.04,412.73,499.43,393.81,75.24,118.63,820.76,11473.10,604.49,177.01,4.65,31.86,36.96,71.73,97.53,61.34
1453.99,2482.92,641.04,411.03,497.62,393.81,74.77,118.18,814.10,11463.05,601.57,176.08,4.65,31.86,36.96,71.73,97.53,61.34
1439.26,2476.11,639.27,411.03,496.72,392.67,74.77,118.18,808.62,11463.83,600.99,176.08,4.65,31.86,36.96,71.73,97.53,61.34
1407.53,2470.26,637.49,410.18,492.21,389.26,74.29,116.83,796.48,11422.09,594.57,173.27,4.65,31.86,36.96,71.73,97.53,61.34
