610 nm,680 nm,730 nm,760 nm,810 nm,860 nm,560 nm,585 nm,645 nm,705 nm,900 nm,940 nm,410 nm,435 nm,460 nm,485 nm,510 nm,535 nm
8308.03,2796.58,780.44,549.74,1126.87,792.17,3507.29,4180.79,2471.28,11963.13,1586.49,690.26,17.68,74.97,234.70,367.12,410.74,292.62
7267.69,3064.45,801.75,563.36,1079.99,793.31,2684.88,3180.08,2260.61,14145.06,1875.90,607.84,11.17,54.35,136.75,190.64,225.99,205.18
6396.20,2292.98,677.44,468.04,999.76,662.42,2704.88,3184.13,2230.85,14233.94,1913.83,458.93,5.58,37.49,70.22,100.98,160.17,95.89
7299.42,3243.68,855.91,615.27,1084.50,811.52,2775.36,3154.47,2212.44,ovf,1838.56,447.69,5.58,36.55,60.06,95.32,125.28,89.55
7309.62,3244.65,856.79,616.12,1085.40,811.52,2776.31,3153.12,2210.09,ovf,1839.14,447.69,5.58,36.55,60.06,95.32,125.28,89.55
7301.69,3242.70,855.91,615.27,1084.50,811.52,2773.93,3150.42,2206.96,ovf,1837.97,447.69,5.58,36.55,60.06,95.32,125.28,89.55
7302.82,3241.73,855.02,615.27,1083.59,811.52,2773.45,3150.42,2206.57,ovf,1837.39,447.69,5.58,36.55,60.06,95.32,125.28,89.55
7301.69,3241.73,855.02,615.27,1084.50,810.39,2773.45,3149.08,2205.40,ovf,1837.97,447.69,5.58,36.55,60.06,95.32,125.28,89.55
7302.82,3241.73,855.02,615.27,1084.50,811.52,2773.45,3149.08,2205.40,ovf,1837.97,447.69,5.58,36.55,60.06,95.32,125.28,89.55
7297.15,3238.81,854.13,614.42,1083.59,810.39,2769.64,3144.58,2204.61,14233.94,1837.97,447.69,5.58,36.55,60.06,95.32,126.08,89.55
7298.29,3240.76,855.02,614.42,1084.50,810.39,2772.02,3147.73,2204.22,ovf,1837.97,447.69,5.58,36.55,60.06,95.32,126.08,90.25
7300.55,3239.78,855.02,614.42,1082.69,810.39,2769.17,3144.58,2202.26,ovf,1835.64,447.69,5.58,36.55,60.06,95.32,126.08,90.25
7300.55,3240.76,855.02,614.42,1083.59,811.52,2772.02,3148.18,2204.22,ovf,1837.97,447.69,5.58,36.55,60.06,95.32,125.28,90.25
7301.69,3239.78,855.02,615.27,1084.50,810.39,2769.17,3144.58,2204.61,14233.94,1838.56,447.69,5.58,36.55,60.06,95.32,126.08,90.25
7301.69,3240.76,855.02,615.27,1084.50,811.52,2772.50,3148.18,2204.61,ovf,1838.56,447.69,5.58,36.55,60.06,96.26,126.08,90.25
7299.42,3239.78,855.02,614.42,1083.59,810.39,2771.55,3146.83,2201.09,ovf,1835.64,447.69,5.58,36.55,60.06,96.26,125.28,90.25
7300.55,3239.78,855.02,615.27,1084.50,811.52,2772.02,3147.28,2204.22,ovf,1837.97,447.69,5.58,36.55,60.06,96.26,126.08,90.25
7299.42,3239.78,855.02,615.27,1084.50,811.52,2772.02,3147.28,2203.83,ovf,1837.97,447.69,5.58,36.55,60.06,95.32,126.08,90.25
7301.69,3239.78,855.02,614.42,1084.50,811.52,2771.55,3148.18,2203.83,ovf,1838.56,447.69,5.58,36.55,60.06,95.32,126.08,90.25
7300.55,3239.78,855.02,615.27,1083.59,811.52,2771.55,3146.83,2203.83,ovf,1837.97,447.69,5.58,36.55,60.06,96.26,126.08,90.25
7292.62,3239.78,854.13,614.42,1083.59,810.39,2768.69,3144.13,2203.83,14233.94,1838.56,447.69,5.58,36.55,60.06,95.32,126.08,90.25
7298.29,3239.78,855.02,615.27,1084.50,811.52,2771.55,3147.73,2203.83,ovf,1838.56,447.69,5.58,36.55,60.06,96.26,126.08,90.25
7300.55,3235.89,854.13,614.42,1082.69,811.52,2768.21,3143.68,2201.09,ovf,1836.81,447.69,5.58,36.55,60.06,96.26,126.08,90.25
7300.55,3239.78,855.02,615.27,1084.50,811.52,2771.55,3147.28,2203.83,ovf,1838.56,447.69,5.58,36.55,60.06,96.26,126.08,90.25
7300.55,3239.78,855.02,614.42,1084.50,810.39,2768.69,3144.58,2203.83,14233.94,1838.56,447.69,5.58,36.55,60.06,95.32,126.08,90.25
7299.42,3240.76,855.02,614.42,1084.50,811.52,2771.55,3147.28,2203.83,ovf,1838.56,447.69,5.58,36.55,60.06,96.26,126.08,90.25
7299.42,3239.78,855.02,615.27,1084.50,811.52,2768.69,3143.68,2201.09,ovf,1836.81,447.69,5.58,36.55,60.06,96.26,126.08,90.25
7299.42,3239.78,855.02,614.42,1084.50,811.52,2771.07,3147.28,2203.44,ovf,1838.56,447.69,5.58,36.55,60.06,96.26,126.08,90.25
7298.29,3239.78,855.02,614.42,1084.50,811.52,2771.07,3146.83,2203.05,14233.56,1839.14,447.69,5.58,36.55,60.06,96.26,126.08,90.25
7297.15,3239.78,854.13,614.42,1084.50,811.52,2770.59,3146.83,2202.65,ovf,1838.56,447.69,5.58,36.55,60.06,96.26,126.08,90.25
7300.55,3240.76,855.02,615.27,1084.50,811.52,2771.55,3146.83,2203.44,ovf,1839.72,448.62,5.58,36.55,60.06,95.32,126.08,90.25
7298.29,3239.78,855.02,614.42,1084.50,811.52,2771.07,3146.38,2203.05,ovf,1838.56,447.69,5.58,36.55,60.06,96.26,126.08,90.25
7298.29,3238.81,855.02,614.42,1083.59,811.52,2770.59,3145.93,2202.65,ovf,1838.56,447.69,5.58,36.55,60.06,95.32,126.08,90.25
7296.02,3238.81,854.13,614.42,1083.59,811.52,2770.12,3145.93,2202.26,ovf,1837.97,447.69,5.58,36.55,60.06,96.26,126.08,90.25
7297.15,3239.78,855.02,614.42,1084.50,811.52,2770.12,3145.48,2203.05,ovf,1839.14,447.69,5.58,36.55,60.06,96.26,126.08,90.25
7298.29,3238.81,853.24,614.42,1083.59,810.39,2767.26,3142.79,2202.65,14233.94,1838.56,447.69,5.58,36.55,60.06,96.26,126.08,90.25
7298.29,3239.78,855.02,615.27,1084.50,811.52,2771.07,3146.38,2203.05,ovf,1839.14,448.62,5.58,36.55,60.06,96.26,126.08,90.25
7297.15,3238.81,854.13,614.42,1082.69,811.52,2767.26,3142.34,2199.91,ovf,1837.39,448.62,5.58,36.55,60.06,96.26,126.08,90.25
7299.42,3239.78,855.02,615.27,1084.50,811.52,2771.07,3147.28,2202.65,ovf,1839.14,448.62,5.58,36.55,60.06,96.26,126.08,90.25
7298.29,3239.78,855.02,615.27,1084.50,810.39,2766.78,3141.44,2202.65,14233.56,1839.14,447.69,5.58,36.55,60.06,96.26,126.08,90.25
7297.15,3238.81,855.02,615.27,1084.50,811.52,2770.59,3145.93,2202.65,ovf,1839.14,448.62,5.58,36.55,60.06,96.26,126.08,90.25
7299.42,3239.78,855.02,614.42,1084.50,811.52,2771.07,3146.38,2199.91,ovf,1836.81,448.62,5.58,36.55,60.06,96.26,126.08,90.25
7298.29,3239.78,855.02,614.42,1084.50,811.52,2770.59,3145.93,2202.65,ovf,1839.14,448.62,5.58,36.55,60.06,96.26,126.08,90.25
7299.42,3241.73,855.02,615.27,1084.50,811.52,2772.02,3147.73,2203.44,ovf,1839.72,448.62,5.58,36.55,60.06,96.26,126.08,90.25
7298.29,3239.78,855.02,615.27,1084.50,811.52,2770.59,3145.93,2202.26,ovf,1839.14,447.69,5.58,36.55,60.06,96.26,126.08,90.25
7297.15,3238.81,854.13,614.42,1084.50,811.52,2770.12,3145.03,2201.87,ovf,1838.56,447.69,5.58,36.55,60.06,96.26,126.08,90.25
7297.15,3239.78,855.02,614.42,1084.50,811.52,2770.59,3145.48,2202.26,ovf,1839.14,447.69,5.58,36.55,60.06,96.26,126.08,90.25
7296.02,3238.81,855.02,614.42,1084.50,811.52,2770.12,3145.93,2202.26,ovf,1839.14,447.69,5.58,36.55,60.06,96.26,126.08,90.25
7299.42,3234.91,854.13,614.42,1083.59,811.52,2767.26,3142.34,2199.13,ovf,1837.39,448.62,5.58,36.55,60.06,96.26,126.08,90.25
