610 nm,680 nm,730 nm,760 nm,810 nm,860 nm,560 nm,585 nm,645 nm,705 nm,900 nm,940 nm,410 nm,435 nm,460 nm,485 nm,510 nm,535 nm
5729.83,2581.31,712.07,492.72,949.27,677.22,1559.11,1936.72,1829.48,12750.34,1821.64,537.60,8.38,38.42,53.59,96.26,148.28,86.02
3211.70,2893.01,736.04,479.96,628.34,533.81,180.01,351.40,1364.67,11802.75,760.28,233.21,4.65,32.80,37.88,73.61,99.91,62.75
2429.74,2780.02,707.63,462.09,600.39,482.59,88.58,157.27,1189.63,11926.42,700.18,214.48,4.65,32.80,36.96,72.67,98.32,62.05
2419.54,2775.15,706.74,461.24,598.59,480.31,88.58,156.82,1190.02,11917.53,700.18,214.48,4.65,32.80,36.96,72.67,98.32,62.05
2408.21,2762.48,704.08,459.53,596.79,478.04,88.10,156.38,1182.19,11897.43,700.76,214.48,4.65,32.80,36.96,72.67,98.32,62.05
2416.14,2766.38,704.97,459.53,595.89,478.04,88.10,156.38,1189.63,11852.22,697.85,212.60,4.65,32.80,36.96,72.67,98.32,62.05
2421.81,2773.20,707.63,461.24,597.69,479.17,88.10,156.82,1192.76,11929.51,700.18,215.41,4.65,32.80,36.96,72.67,98.32,62.05
2425.21,2768.33,705.86,459.53,597.69,478.04,87.62,157.27,1190.41,11909.80,701.35,216.35,4.65,32.80,36.96,72.67,98.32,62.05
2438.81,2778.07,707.63,461.24,600.39,480.31,87.62,157.72,1196.29,11919.46,703.68,217.29,4.65,32.80,36.96,72.67,98.32,62.05
2445.61,2767.35,704.97,459.53,597.69,479.17,87.62,157.72,1194.33,11874.63,701.35,216.35,4.65,32.80,36.96,72.67,98.32,62.05
2456.94,2772.22,706.74,460.39,599.49,479.17,87.62,158.17,1197.85,11885.45,702.51,216.35,4.65,32.80,36.96,72.67,98.32,62.05
2461.47,2780.99,705.86,460.39,599.49,479.17,87.62,158.62,1202.16,11865.36,703.10,216.35,4.65,32.80,36.96,72.67,98.32,62.05
2472.80,2772.22,706.74,460.39,600.39,479.17,87.62,158.62,1205.29,11883.52,704.26,217.29,4.65,32.80,36.96,72.67,98.32,62.05
2489.80,2773.20,706.74,460.39,600.39,480.31,87.62,159.07,1211.56,11868.83,703.10,217.29,4.65,32.80,36.96,72.67,98.32,62.05
2500.00,2778.07,708.52,462.09,602.20,481.45,88.10,159.97,1213.52,11900.14,706.60,218.22,4.65,32.80,36.96,72.67,98.32,62.05
2511.34,2783.91,709.41,462.94,604.90,482.59,87.62,160.42,1218.61,11902.07,708.93,219.16,4.65,32.80,36.96,72.67,98.32,62.05
2527.20,2786.84,709.41,462.94,604.00,482.59,88.10,160.87,1224.87,11887.77,708.35,219.16,4.65,32.80,36.96,72.67,98.32,62.05
2530.60,2781.97,709.41,462.09,604.90,482.59,87.62,160.42,1222.13,11896.66,707.77,219.16,4.65,32.80,36.96,72.67,98.32,62.05
2554.40,2787.81,710.30,462.94,604.90,484.87,88.10,161.32,1232.31,11880.04,708.35,219.16,4.65,32.80,36.96,72.67,98.32,62.05
2561.20,2797.55,712.96,464.64,607.61,486.00,88.10,162.22,1236.23,11922.16,711.85,221.03,4.65,32.80,36.96,72.67,98.32,62.05
2585.00,2802.42,713.85,465.49,610.31,488.28,88.10,163.57,1244.45,11936.85,714.18,221.97,4.65,32.80,36.96,72.67,98.32,62.05
2599.73,2805.34,713.85,466.34,611.21,488.28,88.58,164.01,1246.02,11930.67,715.35,222.91,4.65,32.80,36.96,72.67,98.32,62.05
