610 nm,680 nm,730 nm,760 nm,810 nm,860 nm,560 nm,585 nm,645 nm,705 nm,900 nm,940 nm,410 nm,435 nm,460 nm,485 nm,510 nm,535 nm
5813.70,4107.69,1010.39,655.26,949.27,702.26,462.88,777.83,2404.32,10595.85,751.53,265.99,243.82,1557.51,5080.20,4441.31,5538.63,6423.46
5187.00,3681.04,995.30,633.99,859.12,670.39,530.50,852.87,2481.46,10472.18,911.40,246.32,243.82,1560.32,5106.07,4441.31,5575.10,6423.46
7994.12,4545.05,1124.04,772.70,1081.79,855.91,994.33,1781.69,3281.47,11612.61,928.32,426.15,246.61,1564.07,5101.45,4456.41,5567.17,6435.44
5177.93,3600.19,991.75,626.33,805.03,668.11,382.87,639.88,2299.77,10319.53,737.52,233.21,243.82,1559.39,5084.82,4439.42,5543.39,6420.64
5192.66,3603.11,992.64,628.03,805.93,670.39,385.25,642.13,2304.07,10336.92,740.44,233.21,243.82,1558.45,5081.13,4439.42,5538.63,6420.64
5505.45,3615.78,1007.73,640.80,809.54,680.63,393.35,666.84,2410.19,10372.86,763.78,240.70,243.82,1560.32,5087.59,4441.31,5546.56,6422.75
5027.21,3630.39,1003.29,633.14,813.15,712.50,902.90,1264.48,2461.49,9911.82,834.96,343.73,244.75,1561.26,5091.29,4481.89,5551.32,6415.70
5682.24,3616.75,999.74,630.58,806.84,751.20,966.71,1360.65,2405.10,10036.26,839.05,344.66,244.75,1560.32,5090.37,4477.17,5552.90,6460.12
5239.13,3606.04,994.41,629.73,811.34,672.67,394.78,657.41,2319.35,10370.54,748.03,234.15,243.82,1560.32,5086.67,4441.31,5545.77,6423.46
6236.41,3819.36,1004.18,633.99,965.50,676.08,759.08,1218.20,2379.26,10925.49,889.23,303.45,243.82,1559.39,5094.98,4438.48,5558.45,6418.52
5249.33,3607.01,995.30,629.73,812.24,673.80,398.11,662.35,2321.30,10374.41,748.61,234.15,243.82,1559.39,5086.67,4441.31,5545.77,6422.75
8603.82,4047.29,1207.50,725.04,885.27,786.48,1305.29,2259.35,3725.91,11185.58,1047.35,498.26,247.54,1567.82,5119.01,4484.72,5591.76,6465.06
5545.11,3741.43,1019.27,641.65,932.14,679.49,451.45,773.79,2349.89,10466.00,794.70,244.45,243.82,1559.39,5091.29,4441.31,5552.90,6422.05
5236.86,3608.96,995.30,630.58,812.24,672.67,399.06,661.45,2319.35,10377.50,748.03,234.15,243.82,1558.45,5085.75,4435.65,5544.97,6415.00
