610 nm,680 nm,730 nm,760 nm,810 nm,860 nm,560 nm,585 nm,645 nm,705 nm,900 nm,940 nm,410 nm,435 nm,460 nm,485 nm,510 nm,535 nm
6764.51,4172.95,1116.94,778.66,1067.37,822.91,4205.42,4037.45,2855.03,10029.30,1368.27,368.08,249.40,1591.25,5208.64,4623.45,5683.74,6670.95
6643.25,3748.25,1080.54,723.34,1036.72,822.91,3428.72,3733.69,2820.96,11661.69,1351.93,331.55,249.40,1589.38,5201.25,4560.22,5668.67,6575.76
6642.12,3747.28,1164.88,795.68,1035.81,912.82,3627.77,4128.67,2820.96,12508.80,1351.35,531.04,251.26,1596.87,5201.25,4594.20,5675.01,6618.07
8653.68,4096.00,1177.31,782.06,1391.00,918.51,3736.35,4423.45,3433.01,12282.34,1593.49,504.82,254.05,1604.37,5277.94,4619.68,5753.51,6649.79
6643.25,3748.25,1078.76,723.34,1035.81,822.91,3423.96,3729.19,2817.44,11662.47,1350.76,331.55,248.47,1587.50,5195.70,4560.22,5668.67,6575.05
6642.12,3749.22,1080.54,723.34,1037.62,824.04,3428.72,3734.14,2821.36,11660.15,1352.51,331.55,249.40,1588.44,5200.32,4559.28,5674.22,6573.64
7606.54,3848.58,1068.99,722.49,1089.00,887.78,3782.07,4459.84,2781.02,12057.81,1309.92,516.06,252.19,1598.75,5293.65,4605.52,5797.92,6634.28
6705.58,3748.25,1080.54,723.34,1036.72,825.18,3432.53,3738.18,2824.10,11802.75,1352.51,366.20,249.40,1589.38,5203.09,4573.43,5675.81,6598.32
6638.72,3747.28,1080.54,723.34,1036.72,822.91,3428.24,3732.79,2817.05,11661.31,1350.18,331.55,248.47,1587.50,5194.78,4559.28,5667.08,6573.64
8182.24,3881.70,1190.63,791.42,1142.19,908.27,4068.27,4585.66,2929.04,12663.77,1451.12,545.09,254.05,1603.43,5285.33,4631.95,5773.34,6659.67
10112.21,3500.83,965.11,651.86,997.05,929.89,3428.24,3712.12,2674.90,11668.26,1244.57,333.42,252.19,1598.75,5274.24,4611.18,5782.06,6633.58
6659.12,3753.12,1082.31,724.19,1037.62,824.04,3448.72,4196.07,3422.83,11660.15,1368.27,358.71,249.40,1589.38,5204.02,4562.11,5675.81,6574.35
7237.09,4002.49,1055.68,709.73,1262.09,842.25,3548.72,3791.20,2995.61,10593.14,1565.49,375.57,255.92,1609.06,5286.25,4662.15,5793.95,6701.27
6749.78,3402.45,1094.74,731.00,970.01,827.46,3558.72,3915.23,2679.99,11041.43,1291.25,372.76,251.26,1595.94,5303.81,4592.31,5828.84,6637.81
6643.25,3749.22,1080.54,724.19,1037.62,824.04,3428.72,3734.14,2820.96,11661.69,1352.51,331.55,249.40,1589.38,5202.17,4560.22,5675.01,6567.30
8620.82,3757.02,1177.31,784.61,1253.07,954.93,3906.83,4215.40,2928.65,11926.03,1453.46,467.35,254.05,1605.31,5284.41,4634.78,5769.37,6661.78
8149.38,3945.01,1170.21,837.37,1144.90,975.42,3803.02,4224.83,3090.76,11730.10,1326.26,370.89,254.05,1605.31,5300.12,4639.50,5786.82,6670.95
6644.39,4557.71,1137.36,833.12,1235.95,780.79,3168.71,3488.34,2835.45,10632.95,1352.51,339.98,254.05,1602.50,5214.18,4634.78,5689.29,6665.31
6642.12,3748.25,1080.54,723.34,1036.72,822.91,3429.19,3733.69,2821.36,11662.47,1351.93,331.55,249.40,1589.38,5203.09,4561.17,5675.81,6575.05
