Time,Grams,Blood Accumulated,Water accumulated,delta,delta delta
1568387449.9052749,-0.1,0.0,0.0,0.0,0.0
1568387452.264957,0.2,0.18867924528301888,0.20060180541624875,0.18867924528301888,0.18867924528301888
1568387453.5822048,-0.1,0.18867924528301888,0.20060180541624875,0.0,-0.18867924528301888
1568387454.900419,-0.1,0.18867924528301888,0.20060180541624875,0.0,0.0
1568387456.219219,-0.2,0.18867924528301888,0.20060180541624875,0.0,0.0
1568387457.5370822,-0.0,0.18867924528301888,0.20060180541624875,0.0,0.0
1568387458.8553522,-0.4,0.18867924528301888,0.20060180541624875,0.0,0.0
1568387460.174113,1042.7,983.6792452830189,1045.8375125376128,983.4905660377359,983.4905660377359
1568387461.493284,1286.9,1251.2264150943395,1330.2908726178534,267.5471698113206,-715.9433962264153
1568387462.807819,0.8,1251.2264150943395,1330.2908726178534,0.0,-267.5471698113206
1568387464.125676,1.0,1251.2264150943395,1330.2908726178534,0.0,0.0
1568387465.443628,0.9,1251.2264150943395,1330.2908726178534,0.0,0.0
