Time,Grams,Blood Accumulated,Water accumulated,delta,delta delta
1557235428.933412,0.2,0.18867924528301888,0.20060180541624875,0.18867924528301888,0.18867924528301888
1557235431.434292,-0.1,0.18867924528301888,0.20060180541624875,0.0,-0.18867924528301888
1557235432.461646,0.1,0.37735849056603776,0.4012036108324975,0.0,-0.18867924528301888
1557235433.489986,0.1,0.37735849056603776,0.4012036108324975,0.0,0.0
1557235434.517358,0.1,0.37735849056603776,0.4012036108324975,0.0,0.0
1557235435.543594,0.0,0.37735849056603776,0.4012036108324975,0.0,0.0
1557235436.5710878,0.1,0.37735849056603776,0.4012036108324975,0.0,0.0
1557235437.598607,-0.0,0.37735849056603776,0.4012036108324975,0.0,0.0
1557235438.625769,-0.1,0.37735849056603776,0.4012036108324975,0.0,0.0
1557235439.6542091,3.1,2.9245283018867925,3.109327983951856,2.547169811320755,2.547169811320755
1557235440.681746,41.7,39.339622641509436,41.82547642928787,24.245283018867926,12.07547169811321
1557235441.709173,84.2,79.43396226415095,84.45336008024073,25.0,9.905660377358492
1557235442.736681,98.2,92.64150943396227,98.49548645937814,4.339622641509441,-4.528301886792438
1557235443.7652822,102.3,96.50943396226415,102.60782347041123,1.603773584905663,-0.6603773584905555
1557235444.792532,103.3,97.45283018867926,103.61083249749248,0.18867924528302155,-0.5660377358490511
1557235445.820145,104.1,98.20754716981133,104.41323971915747,0.4716981132075471,0.1886792452830215
1557235446.847059,104.3,98.39622641509435,104.61384152457371,0.09433962264150407,-1.3405943022348765e-14
1557235447.874422,104.4,98.49056603773586,104.71414242728184,0.0,-0.09433962264151748
1557235448.90178,104.5,98.58490566037736,104.81444332998996,0.0,-0.09433962264150407
1557235449.929387,104.6,98.86792452830188,105.11534603811432,0.0,-0.28301886792452563
1557235450.956966,105.1,99.15094339622641,105.4162487462387,0.09433962264150407,-0.09433962264151748
1557235451.984465,105.4,99.52830188679245,105.81745235707119,0.0,-0.3773584905660431
1557235453.011596,105.6,99.71698113207547,106.01805416248745,0.0,-0.18867924528302155
1557235454.03926,105.8,99.9056603773585,106.2186559679037,0.0,-0.18867924528302155
1557235455.06657,105.8,99.9056603773585,106.2186559679037,0.0,0.0
1557235456.094505,105.9,100.09433962264151,106.41925777331994,0.0,-0.18867924528300814
1557235457.121202,105.9,100.09433962264151,106.41925777331994,0.0,0.0
1557235458.149054,105.7,100.09433962264151,106.41925777331994,0.0,0.0
