610 nm,680 nm,730 nm,760 nm,810 nm,860 nm,560 nm,585 nm,645 nm,705 nm,900 nm,940 nm,410 nm,435 nm,460 nm,485 nm,510 nm,535 nm
5378.52,3337.19,842.59,576.12,935.75,689.74,115.24,318.14,2125.51,11871.92,997.76,313.76,2.79,17.81,24.02,48.13,64.23,37.37
5267.46,3315.76,840.81,572.72,926.73,687.46,116.67,306.91,2102.41,11804.29,983.17,312.82,2.79,17.81,24.02,48.13,64.23,37.37
5489.58,3318.68,844.36,577.82,943.86,694.29,121.43,332.52,2147.83,11886.22,1003.59,318.44,3.72,17.81,24.02,48.13,65.02,37.37
5609.71,3345.96,851.47,582.93,953.78,703.40,124.77,345.55,2168.20,11944.19,1015.26,321.25,3.72,17.81,24.02,48.13,65.02,37.37
5604.04,3349.85,849.69,582.08,951.98,699.98,124.77,343.76,2168.98,11934.53,1017.01,318.44,3.72,17.81,24.02,48.13,65.02,37.37
5640.31,3313.81,843.48,576.12,951.98,704.53,123.81,341.96,2159.97,11910.96,1001.26,324.99,3.72,17.81,24.02,48.13,65.02,37.37
5749.10,3337.19,851.47,583.78,966.40,709.09,128.58,360.38,2184.64,11967.77,1023.43,325.93,3.72,17.81,24.02,49.08,65.02,37.37
5861.29,3339.14,854.13,587.18,973.61,713.64,131.91,376.11,2202.65,12018.01,1033.35,328.74,3.72,17.81,24.02,49.08,65.81,37.37
5945.16,3364.46,856.79,589.74,985.33,720.47,136.67,388.24,2223.80,12055.11,1048.52,331.55,3.72,17.81,24.02,49.08,65.81,37.37
5968.96,3349.85,856.79,587.18,988.04,723.88,138.10,384.65,2231.63,12043.90,1041.52,334.36,3.72,17.81,24.02,49.08,65.81,37.37
5316.19,3276.80,826.61,558.25,944.76,725.02,122.86,302.42,2127.47,11457.26,938.24,335.30,3.72,17.81,24.02,48.13,64.23,37.37
5198.33,3257.32,824.83,556.55,925.83,703.40,120.48,291.63,2093.01,11505.18,943.49,326.87,3.72,17.81,24.02,48.13,64.23,37.37
5096.33,3269.98,826.61,558.25,918.62,701.12,120.48,290.28,2078.91,11573.58,941.16,324.06,3.72,17.81,24.02,48.13,64.23,37.37
4894.61,3233.94,809.74,540.38,905.10,688.60,114.29,274.11,2026.44,11447.60,917.24,323.12,2.79,17.81,24.02,48.13,64.23,37.37
5332.06,2795.60,729.83,519.96,1137.68,725.02,1191.48,1664.86,1777.40,11337.07,1526.39,583.49,6.51,21.55,35.11,66.06,103.08,52.88
5165.46,2761.51,710.30,505.49,1092.61,698.84,1133.86,1603.30,1758.60,11123.75,1496.05,571.32,6.51,21.55,34.19,64.18,100.70,52.18
4845.88,2741.05,692.54,491.02,1026.80,676.08,976.71,1427.15,1674.80,10732.65,1337.34,544.15,5.58,20.62,33.26,63.23,96.74,50.77
4576.16,2711.83,676.56,478.26,980.82,652.18,876.70,1315.71,1629.77,10443.20,1233.48,514.18,5.58,20.62,32.34,61.34,91.19,49.36
4474.17,2718.65,673.00,474.85,960.99,644.21,829.56,1262.69,1617.63,10422.33,1208.98,502.94,4.65,19.68,31.42,59.46,88.02,47.95
4433.37,2718.65,672.12,473.15,954.68,641.93,810.99,1241.57,1609.41,10433.92,1196.14,500.14,4.65,19.68,30.49,58.51,84.84,46.54
4407.30,2722.55,671.23,474.00,951.98,640.80,801.46,1230.78,1606.67,10450.15,1191.47,498.26,4.65,19.68,30.49,57.57,83.26,46.54
4399.37,2728.39,672.12,474.85,951.98,639.66,794.80,1223.14,1604.32,10457.11,1187.97,497.33,4.65,19.68,30.49,57.57,82.46,45.83
4395.97,2739.11,672.12,474.85,951.98,639.66,789.56,1217.75,1602.36,10455.56,1186.22,496.39,4.65,19.68,30.49,57.57,82.46,45.83
4397.10,2738.13,673.89,474.85,952.88,639.66,789.56,1218.65,1602.36,10475.66,1186.81,497.33,4.65,19.68,30.49,57.57,82.46,45.83
4398.24,2739.11,674.78,476.55,952.88,639.66,789.56,1217.30,1601.18,10481.07,1187.39,497.33,4.65,19.68,30.49,57.57,82.46,45.83
