610 nm,680 nm,730 nm,760 nm,810 nm,860 nm,560 nm,585 nm,645 nm,705 nm,900 nm,940 nm,410 nm,435 nm,460 nm,485 nm,510 nm,535 nm
7013.83,2917.36,993.53,619.52,1519.92,1088.10,2487.25,2937.43,2358.90,10761.25,2006.02,823.26,223.34,1380.40,4356.70,3941.12,4873.36,5492.73
7013.83,2917.36,993.53,619.52,1519.01,1088.10,2487.25,2934.73,2356.15,10760.48,2003.68,823.26,222.41,1378.52,4353.01,3941.12,4867.81,5492.02
7013.83,2916.39,993.53,619.52,1519.01,1088.10,2487.25,2937.43,2358.50,10760.48,2006.02,823.26,223.34,1379.46,4355.78,3939.23,4871.77,5492.02
7013.83,2917.36,993.53,619.52,1519.92,1088.10,2487.73,2937.88,2358.90,10761.25,2006.02,822.32,222.41,1379.46,4356.70,3937.34,4872.57,5488.50
7013.83,2917.36,993.53,620.37,1519.92,1088.10,2487.73,2937.88,2359.29,10762.41,2006.60,823.26,223.34,1380.40,4357.63,3941.12,4873.36,5492.73
7014.97,2917.36,993.53,619.52,1519.92,1088.10,2487.73,2937.88,2358.90,10763.18,2006.02,823.26,223.34,1380.40,4353.93,3941.12,4869.40,5493.43
7014.97,2918.34,993.53,619.52,1519.92,1088.10,2488.20,2938.33,2359.29,10764.73,2006.60,823.26,223.34,1380.40,4357.63,3941.12,4874.95,5494.14
7013.83,2918.34,993.53,619.52,1519.92,1088.10,2487.73,2937.88,2359.29,10762.41,2006.60,823.26,223.34,1380.40,4358.55,3941.12,4874.15,5489.20
7014.97,2914.44,992.64,619.52,1518.11,1088.10,2484.87,2934.29,2356.55,10764.73,2004.27,823.26,222.41,1379.46,4353.93,3941.12,4869.40,5494.14
7014.97,2917.36,993.53,619.52,1519.01,1088.10,2487.25,2937.88,2358.50,10763.96,2006.02,823.26,223.34,1380.40,4356.70,3941.12,4873.36,5494.14
7014.97,2917.36,992.64,619.52,1519.92,1086.96,2484.87,2934.73,2358.90,10751.98,2006.60,822.32,223.34,1379.46,4357.63,3937.34,4874.15,5489.20
7012.70,2917.36,993.53,619.52,1519.01,1088.10,2486.77,2937.43,2358.50,10760.86,2006.02,823.26,223.34,1380.40,4357.63,3941.12,4873.36,5492.73
