610 nm,680 nm,730 nm,760 nm,810 nm,860 nm,560 nm,585 nm,645 nm,705 nm,900 nm,940 nm,410 nm,435 nm,460 nm,485 nm,510 nm,535 nm
8165.24,2826.77,785.76,554.85,1148.50,804.69,3195.37,3836.59,2373.78,12484.07,1647.17,668.72,15.82,68.41,207.90,323.71,362.37,260.89
8169.77,2826.77,785.76,554.85,1148.50,804.69,3196.80,3838.39,2371.04,12487.16,1645.42,668.72,15.82,68.41,207.90,324.65,362.37,261.59
8172.04,2827.75,785.76,554.85,1148.50,804.69,3200.14,3839.29,2374.56,12480.21,1647.17,669.66,15.82,68.41,208.83,325.60,363.16,261.59
8174.31,2827.75,785.76,554.85,1148.50,804.69,3201.57,3842.43,2374.95,12469.00,1644.84,668.72,15.82,68.41,208.83,325.60,363.96,261.59
8174.31,2826.77,785.76,554.85,1148.50,803.56,3199.18,3844.68,2376.13,12452.00,1642.51,668.72,15.82,68.41,209.75,326.54,364.75,262.30
8176.57,2824.83,785.76,554.85,1147.60,803.56,3200.61,3843.78,2376.91,12443.49,1641.34,668.72,15.82,68.41,209.75,326.54,364.75,263.00
8174.31,2824.83,784.88,553.99,1147.60,803.56,3200.14,3847.37,2378.48,12434.22,1639.59,668.72,15.82,68.41,210.67,327.48,365.54,263.00
8174.31,2824.83,784.88,554.85,1146.70,803.56,3204.42,3849.17,2378.08,12430.74,1638.42,668.72,16.75,69.35,210.67,327.48,366.33,263.00
8173.17,2819.95,783.99,553.99,1144.90,802.42,3203.95,3846.47,2375.34,12419.15,1634.92,667.78,16.75,69.35,210.67,328.43,366.33,263.71
8175.44,2822.88,784.88,553.99,1145.80,802.42,3211.57,3853.66,2376.91,12415.67,1636.67,668.72,16.75,69.35,211.60,329.37,367.13,264.41
8174.31,2820.93,783.99,553.14,1145.80,801.28,3208.23,3853.66,2380.82,12399.44,1636.67,668.72,16.75,69.35,211.60,329.37,367.92,264.41
8178.84,2819.95,783.99,553.99,1144.90,801.28,3214.42,3864.00,2383.96,12420.31,1639.00,670.59,16.75,69.35,212.52,330.31,368.71,265.12
8175.44,2818.01,783.99,553.14,1143.99,801.28,3213.95,3863.55,2381.61,12431.13,1636.67,671.53,16.75,69.35,212.52,331.26,368.71,265.82
8178.84,2817.03,783.10,553.14,1144.90,801.28,3220.61,3870.74,2384.74,12415.67,1636.67,670.59,16.75,69.35,213.45,331.26,369.51,265.82
8184.51,2817.03,783.10,553.14,1144.90,801.28,3222.04,3873.89,2384.74,12388.62,1634.92,669.66,16.75,69.35,213.45,331.26,370.30,265.82
8185.64,2816.06,783.10,553.14,1144.90,801.28,3221.57,3874.78,2385.13,12402.92,1633.75,670.59,16.75,69.35,213.45,331.26,370.30,266.53
